,ds,timeframe,y
0,2020-05-01 01:00:00,TBATS Forecast,7.929061134082757
1,2020-05-01 02:00:00,TBATS Forecast,7.844985474189285
2,2020-05-01 03:00:00,TBATS Forecast,12.09002329606497
3,2020-05-01 04:00:00,TBATS Forecast,18.788751523325757
4,2020-05-01 05:00:00,TBATS Forecast,28.255440396220877
5,2020-05-01 06:00:00,TBATS Forecast,42.21631779703799
6,2020-05-01 07:00:00,TBATS Forecast,61.715749071070064
7,2020-05-01 08:00:00,TBATS Forecast,78.96169712247766
8,2020-05-01 09:00:00,TBATS Forecast,97.81203859872633
9,2020-05-01 10:00:00,TBATS Forecast,118.19435090342013
10,2020-05-01 11:00:00,TBATS Forecast,131.76791928364898
11,2020-05-01 12:00:00,TBATS Forecast,136.40711937470658
12,2020-05-01 13:00:00,TBATS Forecast,143.14697200268574
13,2020-05-01 14:00:00,TBATS Forecast,157.48682206821664
14,2020-05-01 15:00:00,TBATS Forecast,159.55254980363833
15,2020-05-01 16:00:00,TBATS Forecast,154.9384421021093
16,2020-05-01 17:00:00,TBATS Forecast,140.1836407192197
17,2020-05-01 18:00:00,TBATS Forecast,105.72532781796083
18,2020-05-01 19:00:00,TBATS Forecast,83.51204399568772
19,2020-05-01 20:00:00,TBATS Forecast,69.11864790420717
20,2020-05-01 21:00:00,TBATS Forecast,53.890715138132045
21,2020-05-01 22:00:00,TBATS Forecast,48.017505308758395
22,2020-05-01 23:00:00,TBATS Forecast,41.017039436284065
23,2020-05-02 00:00:00,TBATS Forecast,26.66706903365743
24,2020-05-02 01:00:00,TBATS Forecast,15.620326582303681
25,2020-05-02 02:00:00,TBATS Forecast,10.551325388096117
26,2020-05-02 03:00:00,TBATS Forecast,11.102832745760344
27,2020-05-02 04:00:00,TBATS Forecast,16.441149686932814
28,2020-05-02 05:00:00,TBATS Forecast,23.5435649068775
29,2020-05-02 06:00:00,TBATS Forecast,33.529214767791075
30,2020-05-02 07:00:00,TBATS Forecast,46.83914870644446
31,2020-05-02 08:00:00,TBATS Forecast,57.49429967415965
32,2020-05-02 09:00:00,TBATS Forecast,68.68659206251756
33,2020-05-02 10:00:00,TBATS Forecast,80.55093155625214
34,2020-05-02 11:00:00,TBATS Forecast,87.76514581647729
35,2020-05-02 12:00:00,TBATS Forecast,89.45669229166074
36,2020-05-02 13:00:00,TBATS Forecast,93.12723802953047
37,2020-05-02 14:00:00,TBATS Forecast,102.37443696399724
38,2020-05-02 15:00:00,TBATS Forecast,104.32062130560973
39,2020-05-02 16:00:00,TBATS Forecast,102.47312569036539
40,2020-05-02 17:00:00,TBATS Forecast,94.20691858926476
41,2020-05-02 18:00:00,TBATS Forecast,72.41791059609261
42,2020-05-02 19:00:00,TBATS Forecast,58.39593540420168
43,2020-05-02 20:00:00,TBATS Forecast,49.339400060718006
44,2020-05-02 21:00:00,TBATS Forecast,39.21031616480037
45,2020-05-02 22:00:00,TBATS Forecast,35.503117194702675
46,2020-05-02 23:00:00,TBATS Forecast,30.686994935226767
47,2020-05-03 00:00:00,TBATS Forecast,20.081285817784206
48,2020-05-03 01:00:00,TBATS Forecast,11.76879842533898
49,2020-05-03 02:00:00,TBATS Forecast,7.9036354505012625
50,2020-05-03 03:00:00,TBATS Forecast,8.216834946554812
51,2020-05-03 04:00:00,TBATS Forecast,11.951457081164472
52,2020-05-03 05:00:00,TBATS Forecast,16.726664105236235
53,2020-05-03 06:00:00,TBATS Forecast,23.193198386502488
54,2020-05-03 07:00:00,TBATS Forecast,31.474388926987903
55,2020-05-03 08:00:00,TBATS Forecast,37.511600059478475
56,2020-05-03 09:00:00,TBATS Forecast,43.57485234691136
57,2020-05-03 10:00:00,TBATS Forecast,49.863083431354994
58,2020-05-03 11:00:00,TBATS Forecast,53.307584145544546
59,2020-05-03 12:00:00,TBATS Forecast,53.71610498571692
60,2020-05-03 13:00:00,TBATS Forecast,55.799735055585984
61,2020-05-03 14:00:00,TBATS Forecast,61.87345222589212
62,2020-05-03 15:00:00,TBATS Forecast,64.36316102760338
63,2020-05-03 16:00:00,TBATS Forecast,65.36613783902347
64,2020-05-03 17:00:00,TBATS Forecast,62.94299691381179
65,2020-05-03 18:00:00,TBATS Forecast,51.3324209233298
66,2020-05-03 19:00:00,TBATS Forecast,44.449518112569386
67,2020-05-03 20:00:00,TBATS Forecast,40.772123368101084
68,2020-05-03 21:00:00,TBATS Forecast,35.50546277923328
69,2020-05-03 22:00:00,TBATS Forecast,35.48535265318696
70,2020-05-03 23:00:00,TBATS Forecast,34.02262113717085
71,2020-05-04 00:00:00,TBATS Forecast,24.754495312428148
72,2020-05-04 01:00:00,TBATS Forecast,16.12403090801223
73,2020-05-04 02:00:00,TBATS Forecast,11.996884122030242
74,2020-05-04 03:00:00,TBATS Forecast,13.736736254895355
75,2020-05-04 04:00:00,TBATS Forecast,21.820256864817416
76,2020-05-04 05:00:00,TBATS Forecast,32.993348762500524
77,2020-05-04 06:00:00,TBATS Forecast,48.7996152078927
78,2020-05-04 07:00:00,TBATS Forecast,69.63584959313242
79,2020-05-04 08:00:00,TBATS Forecast,85.93380803538717
80,2020-05-04 09:00:00,TBATS Forecast,101.71831502710529
81,2020-05-04 10:00:00,TBATS Forecast,116.71085486064983
82,2020-05-04 11:00:00,TBATS Forecast,123.16223495962453
83,2020-05-04 12:00:00,TBATS Forecast,120.70651717115013
84,2020-05-04 13:00:00,TBATS Forecast,120.32669820740175
85,2020-05-04 14:00:00,TBATS Forecast,126.54752298470133
86,2020-05-04 15:00:00,TBATS Forecast,123.65295688182832
87,2020-05-04 16:00:00,TBATS Forecast,117.08874659071284
88,2020-05-04 17:00:00,TBATS Forecast,104.59676552963651
89,2020-05-04 18:00:00,TBATS Forecast,78.92907834221698
90,2020-05-04 19:00:00,TBATS Forecast,63.22405630913608
91,2020-05-04 20:00:00,TBATS Forecast,53.75434115850567
92,2020-05-04 21:00:00,TBATS Forecast,43.56330791600783
93,2020-05-04 22:00:00,TBATS Forecast,40.75158986217201
94,2020-05-04 23:00:00,TBATS Forecast,36.83300786930562
95,2020-05-05 00:00:00,TBATS Forecast,25.471401351441973
96,2020-05-05 01:00:00,TBATS Forecast,15.90896208933217
97,2020-05-05 02:00:00,TBATS Forecast,11.454192773618114
98,2020-05-05 03:00:00,TBATS Forecast,12.806320770433414
99,2020-05-05 04:00:00,TBATS Forecast,20.034340140430256
100,2020-05-05 05:00:00,TBATS Forecast,30.069842485656395
101,2020-05-05 06:00:00,TBATS Forecast,44.453730320632985
102,2020-05-05 07:00:00,TBATS Forecast,63.7697908369635
103,2020-05-05 08:00:00,TBATS Forecast,79.46896574877375
104,2020-05-05 09:00:00,TBATS Forecast,95.29805855514267
105,2020-05-05 10:00:00,TBATS Forecast,110.99296887378661
106,2020-05-05 11:00:00,TBATS Forecast,118.98482855940647
107,2020-05-05 12:00:00,TBATS Forecast,118.4252708090869
108,2020-05-05 13:00:00,TBATS Forecast,119.74545601797364
109,2020-05-05 14:00:00,TBATS Forecast,127.50259190764561
110,2020-05-05 15:00:00,TBATS Forecast,125.84007752377678
111,2020-05-05 16:00:00,TBATS Forecast,120.04713279676224
112,2020-05-05 17:00:00,TBATS Forecast,107.7544729460218
113,2020-05-05 18:00:00,TBATS Forecast,81.50091898887504
114,2020-05-05 19:00:00,TBATS Forecast,65.29591796402825
115,2020-05-05 20:00:00,TBATS Forecast,55.43233760369813
116,2020-05-05 21:00:00,TBATS Forecast,44.804373160518566
117,2020-05-05 22:00:00,TBATS Forecast,41.77852395328497
118,2020-05-05 23:00:00,TBATS Forecast,37.64165527850573
119,2020-05-06 00:00:00,TBATS Forecast,25.963187561296657
120,2020-05-06 01:00:00,TBATS Forecast,16.190999165563305
121,2020-05-06 02:00:00,TBATS Forecast,11.65549893875475
122,2020-05-06 03:00:00,TBATS Forecast,13.050627244729569
123,2020-05-06 04:00:00,TBATS Forecast,20.481630950633036
124,2020-05-06 05:00:00,TBATS Forecast,30.889954675377048
125,2020-05-06 06:00:00,TBATS Forecast,45.95331185061162
126,2020-05-06 07:00:00,TBATS Forecast,66.409461774082
127,2020-05-06 08:00:00,TBATS Forecast,83.42904961759295
128,2020-05-06 09:00:00,TBATS Forecast,100.87671768092954
129,2020-05-06 10:00:00,TBATS Forecast,118.42410708594508
130,2020-05-06 11:00:00,TBATS Forecast,127.8476608909827
131,2020-05-06 12:00:00,TBATS Forecast,127.96898732895258
132,2020-05-06 13:00:00,TBATS Forecast,129.8958503400773
133,2020-05-06 14:00:00,TBATS Forecast,138.54955196617692
134,2020-05-06 15:00:00,TBATS Forecast,136.65938206943218
135,2020-05-06 16:00:00,TBATS Forecast,129.97556703613847
136,2020-05-06 17:00:00,TBATS Forecast,116.04425955584182
137,2020-05-06 18:00:00,TBATS Forecast,87.11936361397235
138,2020-05-06 19:00:00,TBATS Forecast,69.15790991664942
139,2020-05-06 20:00:00,TBATS Forecast,58.09872695755612
140,2020-05-06 21:00:00,TBATS Forecast,46.43633323635032
141,2020-05-06 22:00:00,TBATS Forecast,42.813254908244474
142,2020-05-06 23:00:00,TBATS Forecast,38.16023539314457
143,2020-05-07 00:00:00,TBATS Forecast,26.068471899846926
144,2020-05-07 01:00:00,TBATS Forecast,16.128325913440253
145,2020-05-07 02:00:00,TBATS Forecast,11.543920689485455
146,2020-05-07 03:00:00,TBATS Forecast,12.884372369586618
147,2020-05-07 04:00:00,TBATS Forecast,20.21156025837724
148,2020-05-07 05:00:00,TBATS Forecast,30.554279337262102
149,2020-05-07 06:00:00,TBATS Forecast,45.68322377554206
150,2020-05-07 07:00:00,TBATS Forecast,66.51185518068972
151,2020-05-07 08:00:00,TBATS Forecast,84.34743748438179
152,2020-05-07 09:00:00,TBATS Forecast,103.09624016644027
153,2020-05-07 10:00:00,TBATS Forecast,122.43692727742638
154,2020-05-07 11:00:00,TBATS Forecast,133.71846808386297
155,2020-05-07 12:00:00,TBATS Forecast,135.30295228522917
156,2020-05-07 13:00:00,TBATS Forecast,138.63049817327172
157,2020-05-07 14:00:00,TBATS Forecast,148.93350774056407
158,2020-05-07 15:00:00,TBATS Forecast,147.55817177658986
159,2020-05-07 16:00:00,TBATS Forecast,140.52208564125365
160,2020-05-07 17:00:00,TBATS Forecast,125.19028627481227
161,2020-05-07 18:00:00,TBATS Forecast,93.45342056472379
162,2020-05-07 19:00:00,TBATS Forecast,73.51507887754528
163,2020-05-07 20:00:00,TBATS Forecast,61.01178743322514
164,2020-05-07 21:00:00,TBATS Forecast,48.05032919487643
165,2020-05-07 22:00:00,TBATS Forecast,43.56923964871692
166,2020-05-07 23:00:00,TBATS Forecast,38.1505345200015
167,2020-05-08 00:00:00,TBATS Forecast,25.598366658333443
