,ds,yhat
510,2020-04-10 06:00:00,61.50924957446369
511,2020-04-10 07:00:00,81.40089803910197
512,2020-04-10 08:00:00,103.4379752850363
513,2020-04-10 09:00:00,124.04628264120913
514,2020-04-10 10:00:00,139.02845216570188
515,2020-04-10 11:00:00,147.09941739160507
516,2020-04-10 12:00:00,151.28467503655872
517,2020-04-10 13:00:00,156.10845176193578
518,2020-04-10 14:00:00,162.76866541456164
519,2020-04-10 15:00:00,166.97216327499797
520,2020-04-10 16:00:00,162.01873900707227
521,2020-04-10 17:00:00,144.80162956664444
522,2020-04-10 18:00:00,119.34424496150862
523,2020-04-10 19:00:00,94.42829886469613
524,2020-04-10 20:00:00,77.15429352987094
525,2020-04-10 21:00:00,67.99076150018806
526,2020-04-10 22:00:00,61.51044102345749
527,2020-04-10 23:00:00,51.86988402470503
528,2020-04-11 00:00:00,37.99410360080768
529,2020-04-11 01:00:00,24.09970275152226
530,2020-04-11 02:00:00,15.736661742593462
531,2020-04-11 03:00:00,15.468175990773481
532,2020-04-11 04:00:00,22.013307020629675
533,2020-04-11 05:00:00,32.824365441450894
534,2020-04-11 06:00:00,46.74148053351025
535,2020-04-11 07:00:00,63.83464116292619
536,2020-04-11 08:00:00,83.03389335166119
537,2020-04-11 09:00:00,100.79111197160559
538,2020-04-11 10:00:00,112.93589222397836
539,2020-04-11 11:00:00,118.21073253217753
540,2020-04-11 12:00:00,119.66899750860551
541,2020-04-11 13:00:00,121.8627785708843
542,2020-04-11 14:00:00,126.01754520440271
543,2020-04-11 15:00:00,127.86707312355713
544,2020-04-11 16:00:00,120.73715465511175
545,2020-04-11 17:00:00,101.54579629591547
546,2020-04-11 18:00:00,74.33965993038525
547,2020-04-11 19:00:00,47.92191920488722
548,2020-04-11 20:00:00,29.412487833227082
549,2020-04-11 21:00:00,19.29702550069141
550,2020-04-11 22:00:00,12.162901017508204
551,2020-04-11 23:00:00,2.1786145371701053
552,2020-04-12 00:00:00,0.0
553,2020-04-12 01:00:00,0.0
554,2020-04-12 02:00:00,0.0
555,2020-04-12 03:00:00,0.0
556,2020-04-12 04:00:00,0.0
557,2020-04-12 05:00:00,0.0
558,2020-04-12 06:00:00,3.708541899504965
559,2020-04-12 07:00:00,23.00972261215938
560,2020-04-12 08:00:00,44.698642965129046
561,2020-04-12 09:00:00,65.20906993902165
562,2020-04-12 10:00:00,80.34990407726552
563,2020-04-12 11:00:00,88.84056666834798
564,2020-04-12 12:00:00,93.70919376943435
565,2020-04-12 13:00:00,99.48075204972318
566,2020-04-12 14:00:00,107.35196654671796
